,level,text
787,1 - Low,neonazi constantli smear glownigg sperg bad optic whatev serious think singl better american politician thi man flew swastika whi throw lot man wa obvious correct also request moresimilar link like two sway rockwell' posit
788,1 - Low,>>50603932 yep dark age demon judeocraci liter gutter kali yuga thi cycl countless time alreadi aryan man build civil > becom comfycomplac > archon kike parasit > kike take control via subvers > import hord shitskin > civil destroy > white man move start back zero happen india egypt atlantid mesopotamia china it' curs karmic wheel find way
789,1 - Low,>>388622694 race mix onli grotesqu form involuntari human experiment also child abus can't moral justifi ani ethic system jew demand must persist global final fail jew thrust intern power thi disgust practic end
790,1 - Low,>>388615863 say everyon probabl gonna ignor anyway found origin cia meet record stargat gate program wich wa it' end thi video video french tho gate program actuali follow stargat program stargat program wa doctor scientolog member ofshoot crawlesian sect goal wa use psychic intel purpos actual got result decid screen gener popul focus specif criteria find mani peopl said psychic abil thi gate program anoth goal program help jew eugen push race mix dysgen gener popul tri opposit select marriag side wich whi mani famou peopl kid marri jew thi goal isra art gf btw found mine wa frankist famili father cover pedo satan sect pari 90 ret famili equali su tri get oof get mental hospit hint knew past also great grandpa wa high rank synarchi member martinist well intern bank ceo jewish tho
791,1 - Low,therefor mix cohabit ani anim lead breed inevit scatter high intellig low violenceimpuls leav dumber violent overal popul ultim genocid european inevit outbreed show evid gene rate 19 homo erectu dna respons seem taken aback actual see valid proof she'd probabl ignor show differ time befor alreadi came later thi idea oh mayb it' good lower iq high bad fuck dumbfound level retard like real becaus noneuropean friend thu feel thi situat fuck care chang qualiti qualia futur gener european bad way onli forc peopl go along thi shit ff
792,1 - Low,time get wors see thi idea grow enough need act preserv kind race mix liber homosexu porn remov one true god ha weaken white men would like see union white race nation socialist order jew nigger etc thrive amongst us asid white christian atleast admit there' higher power onli best intent caus degener jewish ethnic jailhous bullshit either want revamp reestablish thi concept hurt
793,1 - Low,liber jew whatev want weaken white race whi push abort hard outlaw abort nigger babi white outnumb faster
794,1 - Low,jew behind racemix unknown reason almost never push wmaf japan work hard push bmaf order destroy us relat white peopl
795,1 - Low,antiwhit antichrist communist obama muslim jihad terrisot start terrisot cult black live matter black push thi antiwhit process white
796,1 - Low,' pagan come one one soon choic either flee fight death pray hope soldier khilafah confront hindu pagan give tast medicin
797,2 - Mid,let kuffar ukrain russia destroy eachoth qisa thi point they'll die hand anyway
798,1 - Low,divers justic incompat divers mean chase white divers code word white genocid
799,1 - Low,nonwhit want live white countri they'r call migrant white want live white countri they'r call racist antiracist code word antiwhit whitegenocid
800,4 - Very High,ww3 nigger fair game rememb kid glove come today hate nigger
801,2 - Mid,rainbow antifa red black flag along black communist fist blm new symbol hate
802,4 - Very High,gun patriot invad 500000 border
803,1 - Low,' oh peopl pf arab lion desert thi kafir make preposter joke middl east need arab like befor caliph
804,1 - Low,welfar onli given white superior gene non aryan receiv free abort thi fix societi
805,1 - Low,' bush idiot destroy america nigger presid destroy even whi vote antiwhit nigger
806,1 - Low,attent nigger ask antiwhit niggershow justifi whitegenocid initi messag make visibl
807,1 - Low,role benefit aryan race help final total victori satan globohomo pedophil jewri
808,1 - Low,big redpil great lie say alien exist >alien exist alien exist >alien exist alien exist >alien exist alien exist >alien exist alien exist hollywood liemyth european like highest level lifeform entir univers dont let anyon tell otherwis say onli alien one invad homeland jew rule us rememb >the onli alien one invad homeland jew rule us rememb onli alien one invad homeland jew rule us rememb >the onli alien one invad homeland jew rule us rememb onli alien one invad homeland jew rule us rememb >the onli alien one invad homeland jew rule us rememb onli alien one invad homeland jew rule us rememb >the onli alien one invad homeland jew rule us rememb
809,1 - Low,hey pol recent graduat high school sever friend creat small group share prowhit nation socialist philosophi 7 peopl hope model local group elsewher drop red pill discuss ns philosophi howev rule join femal allow join restrict wa one girl wa white pretti hot said wa prowhit want learn belief howev found wa poor white trash rais singl mother welfar refus let join made clear despis much nigger jew ns govern defend work middl upper class barbar underclass peopl like would gass like hear thi spat went away cri doe anyon idea expand network tri make contact ns group part countri found mani it' clear zog ha success suppress organ mani area
810,4 - Very High,antiwhit kike mongrel traitor within commun want know hunt found
811,1 - Low,sieg heil kamerad doom gloom video picrel plan total world conquest jwo wa suppos start 2030 agenda2030 ha sneakili brought forward 10 year 2020 jew forc move increasingli uncoordin unsil unfleeck manner short like thiev glass hous run around make big racket destroy everyth wake victim jew golem nice farewel parti that' whi jew rush thing jew total control thing would implement agenda 2030 small step wake peopl you'r control matter 50 100 year someth someon turn plan upsid way know chanc success given destruct mental jew prefer scorch earth tactic also stupid christcuck abraham messiah psi op collaps faster want anticip tri speed run plan end game make huge racket tri salvag cun multimillennia plan take world use typic jewish kvetch bullshit unfortun fortun us jew suck dick ball actual warfar project arrog much nut pant soon peopl see stain acceler jewish corrupt world past year worldwid samson option scorch earth jew want destroy corrupt much possibl befor final liber imperi german reichsdeutsch end near intend drag world
812,1 - Low,jew want race war becaus want black peopl kill christian
813,1 - Low,im gonna start call antiwhit europhob caucaphob mayb whitephob make bigot
814,1 - Low,antiwhit want white take stand white erasur
815,1 - Low,mani white live moment they'r antiwhit smear past white eras futur whitegenocid waronwhit itsokaytobewhit itsoktobewhit trump trump2024 maga
816,1 - Low,ani group ha commit mass genocid ha openli deni onli natur antiwhit would td surpris regularli prone seizur probabl also deni genocid tibetan
817,1 - Low,malign antiwhit thay control institut power lead peopl suffer grave good news solut problem repres
818,1 - Low,absolut correct done bulli self hate derang antiwhit
819,1 - Low,thi absolut right racism wa implement use onli white peopl nobodi never claim white subject racist anti white valu turn us convert hate speech antisemit xenophobia silenc us
820,1 - Low,white men built western world mayb time antiwhit show gratitud instead let white men job
821,1 - Low,white peopl arent even repres countri nativesettl yet antiwhit continu push lie white peopl undeserv powerwhat undeserv power attack racespread lie us whitegenocid
822,1 - Low,want us respect us attack us kill us believ social media wake white peopl around world whitelivesmatt
823,2 - Mid,everi day pass chanc win grow smaller enemi strengthen grow weaker sit idli fight peopl polit solut
824,2 - Mid,allow wish extinct baron land fore father' settl allow heart corrupt modern degeneraci instead fight better futur kin time brother sister falter make ancestor proud xiv join main channel see activ done brave white warrior everywher
825,2 - Mid,friendli remind everyon need anyone' permiss prowhit owe anyon explan prowhit you'r allow love race whether anyon like anyon tell differ simpli hate white peopl get part help us spread awar stop persecut peopl anti white
826,2 - Mid,u done end white genocid ill tell u doesnt take much get involv sharpi piec paper go along way sticker flyer nice u dont need ani get start get get activ today
827,2 - Mid,get someth race thi weekend doesnt take much put put sticker flyer part thi weekend help end white genocid
828,2 - Mid,despit troll enemi say regardless religion class creed given two choic establish either fight hard improv take stand system antiwhit societi keep sit ass get cowardli weaker noth stand peopl thi messag discourag ever never afraid white ancestor last chanc live honor system might toler inact lifestyl 14
829,1 - Low,start slaughter white sanction outrag anyon doe attempt discuss happen censor western govern pour billion conflict ukrain commit singl penni help white south african
830,2 - Mid,guess word didnt get drag queen thi pa town
831,2 - Mid,asylum seeker put three fourstar hotel free wifi cater food scotland scottish homeless peopl forc place like queen park hotel glasgow team newspap visit found smash window broken furnitur crumbl wall stain mattress carpet amongst thing thi hotel receiv £2400 month coupl £1200 singl room council wast massiv amount public money forc peopl substandard accommod indigen popul thi countri receiv secondclass treatment socal asylum seeker live comfort comfort complain peopl struggl homeless deserv better deal
832,1 - Low,everi citi everi state soyboy still hold secret meet continu gain commun support antifa blm time number start riot befor midterm got surpris come hope they'r angrier organ ever caus they'r gonna need eat concret
833,1 - Low,time peopl stand simpl fact ok white
834,1 - Low,jew eat babi part jew heritag jew drink christian babi boy blood thousand year war christian condon poke babi sharp object make bleed consum blood get high spiritu religi purpos
835,2 - Mid,left lgbtqxyz… movement full sick crimin need dealt swiftli strongli drag queen show gay bar dalla tx children unaccept
836,1 - Low,toxic antiwhit antimal garbag pump big movi studio final receiv much push back big budget film
837,1 - Low,european descend european matter live listen hate want children grandchildren bear resembl kin
838,1 - Low,white call footbal team white say england white say white want creat guilt exploit anti white hatr accept
839,1 - Low,stop whitegenocid might realli requir continu presenc race realism white advocaci televis youtub racial white
840,2 - Mid,parrot everyth govern tell time serious reevalu mental state one thing come conclus base rationalis howev know happen social media slacktivist basic bitch
841,2 - Mid,bigger govern smaller citizen
842,1 - Low,wait normi find feder govern plan januari 6th frame citizen whole new layer sheep wake
843,1 - Low,us violat first ammend right everi day jail journalist expos truth censor inform expos truth inconveni lobbyist mayb honest got rid normi actual wake riot
844,1 - Low,western world count us wake normi prepar glori let grind marxism dust west best it' okay white thought polic street censor freedom speech say
845,1 - Low,antiwhit greatest evil age must work collect put stop go free antiwhit narr call
846,1 - Low,black control hunt elderli white women tri aveng origin georg floyd can't figur dad wa egyptian king find ladi 1950'
847,1 - Low,let' get white peopl africabut cours default african uk go africa swing roundabout
848,1 - Low,apartheid wasnt bad thi stori buri becaus show case fact white creat modern high standard live thru rule law anti dysgenia follow except northeast asia rest cant maintain hand plater
849,1 - Low,shut jew took 2000 year word mouth talmud final wa written either profession broken telephon player spread jewish shit floor 6 million wasnt enough
850,3 - High,dear fren today thought discuss entertain subject would serv classifi negro classifi hi obnoxi degre per countri disgustingli unbear lower get instanc jew coon would lower tier japanes porch monkey would rank far higher
851,4 - Very High,thi one brave walk walk 12 day 2022 day treat last battl watch documentari noth watch women rape children kill noth suffer thi much go silenc think someth race point wrong think thing fall place wrong think system collaps aryan reich spawn thin air wrong approach abyss ani delay take real life action help peopl gather along racial line akin suicid
852,3 - High,refus cave zionist plan divid ummah east west may differ abl get like centuri prior 20th centuri need reform desu need find middl ground defend interest judeomason menac shia use sword islam let turk jihad enslav popul control thank god btfomd hoard roach come east jihad around north africa base atla mountain cannot taken us anyth beef alway come roach side whi roach eager kill invad
853,1 - Low,>>390007552 semiretard train gorilla chimpanze bonobo ha taught util comput internet veri basic simplist fashion that' pretti cool they'v manag i'm veri happi explor newfound cognit horizon pleas fellow great ape leav thi bullshit canada outsid zionistculturalmarxist matrix modern intern financ primit past clearli vast overrepresent posit power influenc admit themselv control bank hollywood object fact control media americans' special anoth type goyim slate replac genocid outbreed eventu violenc probabl let great ape like surviv though hope also ky
854,1 - Low,>>389990371 two issu america matter great replac jewish control institut you'r part solut you'r part problem dont accept philosemit puppet ani onli support someon pro white anti jewish power candid check box dont get support kike need remov power befor white get destroy complet trump wont stop white genocid hi job redirect white anger toward safeti valv doesnt threaten jewish power accept jewish puppet accept destruct
855,1 - Low,rafidah khanzeer alongwith khawariji jewish partner assassin murder 3 righteou caliph brutal massacr ahl bayt karbala dure day judgement khanzeer brought justic anyon protect
856,1 - Low,akhi jihad sunshin rainbow defeat happen test allah far extinct verg take huge land area west africa exampl blame mujahideen kuffar destroy syria iraq audhubillah
857,1 - Low,>thi guy say support israel >that politician went wail wall >he' jew puppet thi divid conquer jew themselv wast time understand jew compromis christian televis channel mega church etc like school media outlet that' whi boomer worship turn one channel even fox news bombard jewish sob stori commerci worship israel like school read holohoax stori everi season 15 year boomer grew noth televis feed thi fals inform internet like howev veri recept fact figur onlin rememb first ron paul revolut dure bush year boomer millenni activ fight lie jewish war without much inform bare onlin back stop wast time argu jewish divid conquer tactic boomer like desanti parent republican fact infograph epstein mossad agent compromis celeb scientist politician info uss liberti lavon affair jew take christian televis jew blackmail mega church holohoax jewish histori talmud etc forc feed evid recept wake stop fall jewish divid conquer
858,1 - Low,jihad continu hour begin without jihad need men rather men need jihad much allah would deviat peopl muslim fight
859,1 - Low,ummah attack oppress everi angl land islam occupi kuffar apost mh think legitim jihad get cozi west peac dialogu develop narrow world view despit intellect
860,1 - Low,thi get pile rubbl tyrant rule instead function shari'a govern decad jihad better swift destruct conclus conflict nato everyth within power steer toward interest
861,1 - Low,look thi clearli jew cuck israel convert ex presid daughter jew got second presidenti runner jewsanti also huge cuck israel hide behind jessu pleas open eye see mayb thi bs cultur war we'r kill eachoth elit zionist occult laugh us behind close door even jewish banker litter said trump better us aliv dead get thumb ur ass
862,1 - Low,muslim becom apathet islam insult slander let kuffar ill gain dunya tine day reckon fast approach either way wealth public onli sink pit hell
863,1 - Low,one sign sincer jihad prepar type prepar • financi • physic • mental • spiritu detach oneself worldli • fiqh jihad • technic learn skill • read earli battl • tahajjud
864,1 - Low,think less catch kuffar mean econom militari industri start think acquir vast amount ghaneema kuffar instead victori honour come onli jihad fisabilillah
865,1 - Low,mani muslim men realiz cook clean even sew essenti skill mujahid jihad often compris fight 510 time rest prepar plan guard recruit train unabl look dure period downtim close useless burden brother mujahid must selfsuffici becaus mother go babysit sit around wait action intend go path allah it' enough onli train fit combat skill must becom asset mujahideen everi way possibl mindset serv serv may allah purifi intent
866,1 - Low,thi i'm talk ye muslim hate darul kufr ani land rule shari'a hate kuffar reject allah hi messeng say issu yet you'v alreadi reveal understand al wala wal bara
867,1 - Low,even muslim coven secur non muslim land must violat coven wage war non muslim attack captur peopl khawarij
868,1 - Low,ghazwa india begin may becom first jihad hundr year fought mostli sword may veri well studi blade onc
869,1 - Low,thi liter jew believ come nonjew jew posit themselv leadersbenefactor multipl power nonjewish nation politicalsociet implic thi sinc jew view nonjew noth sheep readi slaughter
870,1 - Low,>rape children >take 10 paycheck kike run everi major christian organ world
871,1 - Low,american buffalo claim extinct past 10 year ton movi govern resourc claim whi doe thi matter mislabel creatur claim wa genocid whi can't peopl fact even easier becaus empathi number remain bisonbuffalo anywher 5000 15000 can't even get number correct make think calcul number 428571 time higher decid jewish can't even decid american bison american buffalo danc wolv idea direct refer holicaust american buffalo dead meanwhil bison disguis someth els way jew disguis themselv jew white need sleight hand crafti amongst themselv bevaus work white onli human earth that' whi migger need somebodi physic remov africa nomad ape nigger white conquer world throughout histori becaus seek move follow resourc nigger go back found food befor like dog that' whi welfar exist feed nigger subhuman nomad can't eat live find somewher nigger can't eat get mad surround rather chang dog return food bowl thi biggest red pill iron faceti nigger action behaviour close resembl dog bet life could find homeless nigger give food everi day month show next month starv like stray anim you'r nigger realli think thi feel you'r fuck pet take care 5000 14000 still exist 28 differ number low think 6000000
872,1 - Low,>>390066477 mistak mani peopl make can't compar filipino potenti unit state potenti philippin it' system problem philippin individu problem understand psycholog filipino perform much better unit state countri compar countri unit state truli land liberti although govern becom increasingli corrupt zionistcontrol
873,1 - Low,elect day need electr compani worker partrememb democrat gather big citiesa democrat can't chop wood can't make fire without electr kill fast
874,1 - Low,thi school forc student sign pledg support blm abort open border evid antiwhit racism know
875,1 - Low,closer get elect need talk code plan republcan want carri outyou start think democrat traitorsthey countrymen anymor threw away attack trump greatest economyth countri much better without
876,1 - Low,happen obamashould tar feather hi crimesjail whippedshould drag streetswhat proper punish hi crime human
877,3 - High,watch oh i'm tallasse alabama right anoth thing fick si satan jw bastard 😡 i'm go expos die whenev may fick si boybottisrael whitelivesmatt khazar kidsforcash childtraffick remembergeorgiasenatornancyschaef europa justicefor6 thank lauriedfranklin 270 9784748
878,2 - Mid,🎥 new video releas 🎙 languag english deadli street 🔺🔺🔺🔺🔺🔺
879,2 - Mid,al azaim media foundat present 🎥 new video 🎙 languag english polytheist brother
880,2 - Mid,tala e al ansar present 🎥 video releas ▪️remain moment 3 🔺the jihad believ continu 🔺continu incit
881,2 - Mid,doat alfalah militari train depart present 🎥 special video releas detail method make automat rifl silenc easili cheap easili avail materi translat english languag
882,1 - Low,live proof racial puriti achiev ideal creation eugen offspr racial hygien peopl import polici ani state enact whether power admit power depend preserv white race reli white peopl construct weapon use extermin proud nordicgerman stock onli nation ever loyal german reich undivid loyalti führer everyth superior intellig stength attribut racial pedigre allow preserv exist nordic phenotyp ha endow intellectu creativ among us help creat civil fall nobl race inevit lead period ignor barbar human never recov asset creation nation socialist ideal help onli save white race human assum power bring period german intellectu art cultur invent prosper enlighten human whole world know right
883,2 - Mid,video lgbt agenda target white children lgbt agenda disproport target white children children ethnic minor group spare event like drag queen stori hour – isnt whole stori white children increasingli incentivis identifi lgbt number social reason odyse bitchut
884,1 - Low,>jew steal land palestin tri fight back jew cri terror steal land thi opn blatantli one stop becaus jew control media polit
885,1 - Low,antiwhit use slaveri attack white peopl care slaveri prove ignor slaver white
886,4 - Very High,muslim india verg victim genocid 1 muslim women india subject seri horrif atroc humili hand radic hindu idolat continu thi muslim sister karnataka went colleg wear hijab wa surround radic hindu start critic sister continu chant 'jai shree ram' even radic continu irrit chant 'jai shree ram' wa speak front camera muslim sister stood alon radic hindu idolat front hundr saffron horn roar fieri voic 'allahu akbar' muslim brother still asleep idolat surround sister dishonor sister sister call wake angri join great war ghazwatul hind
887,1 - Low,>>390183967 >>390184101 >>390184153 >dodon't listen goy shut goddamn jew realli desper hard accept natsoc ideolog root jewish degeneraci doe feel even juliu evola disappoint ideolog call modernist insan must hard cope lmao
888,1 - Low,>>390181604 >ggoy natsoc realli us realli adopt fuck cattl game mosh cannot fool gentil anymor control op degener ideolog
889,1 - Low,>>390169657 >demon rightw polit hitler fuck ruin rightw percept polit fuck sperg jewish pawn third positionist chad like franco dolfuss codreanu salazar primo di rivera coher solid ideolog yet retard chose support hitler hi autist ass prussian aristocrat natsoc war machin would fallen shred alreadi cannot tell hitler' sperg plan jew themselv establish israel push kikeri
890,1 - Low,onli khilafa armi jihad liber occupi land muslim inshallha
891,1 - Low,thegreatawakeninguncensoredtrumpmemesthecabalgaslightingvaxpedopheliamasonsfoxnewsjesuitsilluminativaticancnncovid christianitylockdownaocgoyimknowgreatreplacementcattlehumanitymaskup
892,1 - Low,great replac theori tuckercarlson greatreplac whitereplac foxnewstoday foxnew rachelmaddow rachelmaddowshow fakenewsmedia newyorkmagazin tuckercarlsonsyndrom
893,1 - Low,advertis muslim date websit street pari franc million muslim pari you'r still singl mass divers degeneraci franc ha reach point return whitelivesmatt whitelivesmattertoo alllivesmatt whitegenocideisr génocideblanc racismeantiblanc antiwhiterac remigr greatreplac grandremplac whiteminor lawandord stopwhiteh diversityisnotourstrength massdivers stopdivers defendevropa europeforeuropean defendeuropeancultur defendeuropeagainstislam rapefugeesnotwelcom stoptheboat endillegalimmigr stopillegalimmigr stopdegeneraci muzmatch pari parisfr iledefr franc
894,1 - Low,great replac theori american way • conserv talk head attempt fashion violenc racist conspiraci theori breed someth jar unheard undermin atroci legaci us genocid veri real live experi countless victim shout first coauthor collabor linkinbio greatreplac revisionisthistori • 📸 matt rourk
895,1 - Low,percentag us popul identifi lgbt alarmingli 16 gen z 19972002 consid themselv 1 everi 625 gen z american globalist claim thi becaus toler becaus ram lgbt propaganda kid throat 247 moment born sourc stoplgbt stopbrainwash educationnotindoctrin familyvalu westerntradit christianeurop judeochristian america stayawayfromourchildren lgbtideolog lgbthistori ideologialgbt rainbowplagu tęczowazaraza stopsoro stoptheleft homeschool boycottpublicschool saveourchildren globohomo stopindoctrin rejectmodern embracetradit defendeuropeancultur defendamerica defendthewest greatreplac rainbowplagu lgbt lgbtq 2slgbtqqia
896,3 - High,kike run jewtub whi surpris jew disgust satan lie fuck go palestin kill fuck disgust degener evil fake hebrew kike
897,4 - Very High,kill nigger sight kill kike sight kill faggot sight kill feminist sight kill leftist sight kill libshit sight problem fix
898,1 - Low,>>608351497 go fuck desert sandnigg bit nigger mutt insectoid fuck ass next hope thi end shit third world countri pump whole west
899,1 - Low,thing thi look back lot game love black charact inclus wasnt big deal street rage adam perfect dark black presid halo black gener etc differ pander push divers agenda happen black game push divers inclus shove throat everi singl corpor globohomo aaa titl ha black peopl corpor mandat even game ha black charact it' genuin intent pander it' late well poison nigger fatigu support game might even pirat ruin altogeth
900,1 - Low,peopl alway worri polit habben matter lifetim era mid15th centuri hungari peasant would still gripe local lieg king emperor whatev someth gonna bitch peopl free live whatev fuck want us inevit choos polit activist even though polit activ fundament inact stagnant historic pragmat reconcili fact higher order collect work imposs becaus govern constantli caught fealti shit wa yesterday day befor year befor decad befor cia glownigg concern make new communist revolut rat bastard know state order ha fallen victim global order onli tenuou grasp control left obedi wef jew bank system guarante posit america remain global hegemon arbitr violenc espionag least time ideal perpetu natsoc would obvious paradis fact certain heaven natsoc mean come obviou god mein furher sinner demon hell repres immigr jew fag nigger feminist libtard etc etc etc obvious burn hell like holocaust never actual happen becaus point keep burn forev obvious burn perpetu becaus livestyl caus suffer great anguish burn hell still aliv befor actual die burn liter dont spend whole fuck life obsess polit theatric movement grow great dont end like
901,1 - Low,forgot age becaus covid obsess wa 23 start wa 25 actual 27 wasnt 21 long ago think wa 25 must 27 cant math doesnt take seem vivid mind age feel like age wa cave vaxx pressur septemb 2021 becaus final got back work job great realli good gig wa lost job even though took ‘death shot becaus fat whore spic fag jew cunt veri proud though 3 hr report befor got wa report racist sexist transphob antisemit caught camera flip middl finger wa catalyst fire even allow resign formal complaint seal collect unemploy like nigger find new posit field great live like real ghetto nigger street tri remind self let polit agoni eat away becaus lucki enough get good thing go ask
902,1 - Low,>flat earth >religion >circumcis delet polit onli post polit topic like >stonetoss comic text >i total tranni pol bad actual mad haha >tranni whi like thi >what polit implic tranni >pitbul suck >pitbul good actual suck haha mad >xcountri white haha >what polit implic nigger >i nigger wyt women want da bbc actual mad haha >i hate jew >i like jew haha actual mad janni would make thi board better fuck
903,1 - Low,god jew god fuck jew tribe sourc problem stupid nigger jew worship jew god racetraitor cuq race fuck genocid like nigger religion fals ideolog blame problem dumb nigger give christkikian befor late becom real white man nationalist keep ration hold onto lie onli go get wors
904,1 - Low,fact lot enemi thi world today kike negro potent orient shitskin hispaniolo lesser redskin bomber minor enemi stain race like ben klassen said mani white nation make race certainli proud fact live fight day day scum nigger mostli becaus worst worst even peopl look like mut lesser soul kike nigger haji orient shitskin spic hitlist dago wop slavic subhuman spanish bastard greek wog turkomongolian frogleg french rich folk actual white trash european come canada act canadian tear presbytyrian church creat cathol satan alter deal peopl mani white deal quasi white know mani afraid say beat dago put noos outsid cathol church i'm seriou peopl decenc human anyon north american white anglocelt german scandinavian enemi care discuss
905,1 - Low,>>390149599 >>390149913 imagin historian nigger scumbag kike
906,1 - Low,>>15897949 fatass faggot indian ugli nigger kill delay much go fix go make alreadi
907,3 - High,jewish lie you'r full shit italian blood quantiti im sick tire dago wop goombah guinea guido go fuck everyth touch dago got destroy ethiopia dure rome wa iberia shit empir wop drink sex drug degener mussolini got hi fat fuckinf face smash dure ww2 peopl absolut worst nation europ even fuck make gypsi look good occas kill take cactu shove gagagool excret asshol shape like beauti women dirti fuckjng asshol bleed fuck least give world fertil dago singl handedli destroy labor movement spread degeneraci autist form fascism around world genet weak tire fat cowardli fuck ruin argentina clean taint itali sincer go slit wrist vertic effect goddamn fuck dago
908,3 - High,>>390196499 >>white women loyal >whi doe pol still simp time want grab favourit hunt knife go local grade school start cut refuge nigger children piec post fuck remain tik tok 4chan youtub imgr well twitter facebook instagram along hash tag blm waconda4ev georgefloyd tributetogeorgefloyd post photo driver licens show wa born thi countri right along side sever head let see media take bait
909,1 - Low,shitskin detect onli indian kike irrelev american cuckserv neocon support israel palestinian stupid militarili polit incompet race dirt peopl shame palestin wa put hand palestin white man' creation hadrian destroy judea shifti littl nose men upris start massacr tortur enslav christian roman civilian wipe face map burn town slaughter armi enslav survivor ban judaism renam judea syria palaestina name stem word phillistin name biblic enemi jew humili even ignor subvers western societi carri jewish hand know run away israel thing get bad still palestin ani white man support israel coward race traitor
910,3 - High,>>172296819 look thi curri nigger duck hahaahahah look ugli nigger face ahahahahaha
911,1 - Low,ani conserv support gay lesbian transgend peopl fraud conserv support monkeypox spread poop dick gay anal sex weird thing lesbian support lesbian teach 6 year old daughter thing gay lesbian sexual pervert insist tell public pervers transgender affirm tradit gender role nonsexu transgend celib ani conserv support nonwhit white transgend peopl race traitor deserv everyth go get white genocid continu extinct guarante take nonwhit side nonwhit evil turn
912,3 - High,came across alot white american european internet liter nigger lover tri convinc black subhuman brought statist everyth they'r ignor obviou fact like know nigger real life
913,3 - High,>>390198792 white total unifi black asian arab huh nah arab fuck arab jew fuck jew nig fuck nig mean look black black crime high af look white peopl tranni christian sometim we'r new fuck era need chang thi bullshit save cultur that' probabl also full pedo rapist brutal sick fuck fuck globo homo reason even hate mani race becaus fake jew mean shit fake jew it'd brit ottoman whatev tf next globohomo rn got hate thee globo homo chang polici worst way countri countri around world us hate nigger hate regular normal jewish peopl talmud zionist crazi fuck mexican ain't go fix shit tf small minor peopl fractur whole world indoctern fuckin stupid belief wether pro tranni pro illog racism like il say yah hate roundi ghetto loud ass black peopl imma say funniest mother fucker met black best peopl sport nigger best rapper mainli nigger gonna listen nf play piano talk hi sad whatev tf im go listen uneduc hate fill nigger know smack hi lip right look i'm say thi hate seem fuckin low iq sometim
914,3 - High,number black american middl class ha grown tremend past year they'r get educ leav ghetto record number better life multipl success black famili live upper middl class neighborhood alon >> anonym 080822mon110945 no390199811 >>390199691 statist made obamaa nigger persume…
915,1 - Low,constantli cite privledg justif hire promot help cut line verbal denigr ect tiresom kid gonna pure 1488 save asian fuck chines thou time reignit white hot hatr
916,3 - High,>>390176971 nigger even look human
917,1 - Low,keep say thi retard believ hitler unleash cannot stop anymor nation social rise far greater ani religion death blow jew
918,1 - Low,>>390193727 >nigger >roasti >nurs >from houston think could'v made shittier demograph tri fuck thi nigger whore fuck nurs women drive
919,3 - High,base stabberman' action wa perfectli justifi moral legal >moral 1 nigger whitoid thief jump counter corner base stabberman corner 2 stabberman counterattack immedi moral requir give crimin initi fight 3 onc fight start stabberman fight threat neutralis onc threat neutralis stop immedi 4 fact nigger whitoid thief went straight stuff irrelev sinc selfdefens decis made second befor action cannot expect chang mind within millisecond new inform 5 posit stab irrelev sinc mele cannot expect onli precis stab pol approv locat >legal 1 base stabberman wa act defens hi life properti thu act selfdefens 2 onli use forc necessari defend stop immedi threat neutralis call help 3 polic alreadi talk chosen charg
920,1 - Low,hitler wa begin mere drop ocean yet come mayb happen timelin sure point simpli becaus it' onli true polit system move mankind infin beyond fall jewish lie tell nation social die 1945 want believ never feel threaten
921,3 - High,>>390201959 cope becaus know truth jewish produc nigger porn that'
922,1 - Low,one got stab back stalin wa greedi threat peopl seem forget faggot soviet' invad day within coupl day germani take whole countri hitler desir take ani littl bit rob wwi kike hitler wa onli one tri stop communist expans us realiz let commi much eastern europ part western europ basic ran amuck asia hitler noth wrong stalin want rule world hitler never good luck tri overwrit normalfaggot program becaus soviet' wwii wa project atroc german becaus anti nsdap virtu signal
923,3 - High,>>390197628 first basi proof ask someth neglect becaus alreadi narr basi moral one els noth prove anyth parasit onli come pilpul stand femal young 5 year old given birth healthi aliv today enough proof like said disregard learn chang whi jew especi mother righteous execut everi one one day take huge dirt nap togeth pray day land damascu gaza turn perman holocaust museum nigger jew everi one mean everi fuck one nigger jew zero train ride summer camp
924,3 - High,>>390187982 nigger got fuck deserv
925,1 - Low,feel like zog continu wring dri there' win zog affect continu use cattl
926,3 - High,>>390203159 fascist nazi commi faggot monkey blood mind nazi parti wa creat pederast faggot jew like labor parti union chapter shit it' way mask true intent creat pyramid scheme organ parasit everi nigger jew mother truli execut sake human truli peopl say nazi faggot lie precis jew nazi faggot
927,1 - Low,call anon great awaken begin i'm redpil friend famili random peopl onlin anyon listen must pussi leftist communist bastard love speak transatlantic yet nerv go ballist get right wing version go 2410 hear victor orban' speech openli call communist mock attack antisemit right wing politician thinker around world meet togeth openli laugh call anti semet thi onli redpil peopl jew
928,3 - High,>be burger >actual white >visit europ >turk roach nigger server restaur give attitud american slap
929,1 - Low,theori would perceivedacknowledg fight degeneraci realli fight way creat anoth medium thi mind damag garbag could ofcours hear garbag leftist sane person listen 5 second intellig person laugh humili peopl would superfici reason listen think would listen elabor discuss spark freak someth stupid woman thi element thi turn littl littl affect think talk interact antiestablish peopl noth make someth bigger make good profit thi sound improb rememb wave shape rock littl littl matter wave came ps someon direct movement creat someth co i'm realli get major niggerkik fatigu
